  223 -29.6079 -39.8995 633472.348 	  2016   1   1  1 51  0.000005 
  224 -27.7735 -40.3555 632357.556 	  2016   1   1  1 51 30.000004 
  225 -25.9375 -40.8006 631269.842 	  2016   1   1  1 52  0.000002 
  226 -24.0999 -41.2361 630211.845 	  2016   1   1  1 52 30.000000 
  227 -22.2607 -41.6629 629186.102 	  2016   1   1  1 52 59.999998 
  228 -20.4202 -42.0820 628195.043 	  2016   1   1  1 53 29.999996 
  229 -18.5784 -42.4943 627240.979 	  2016   1   1  1 53 59.999995 
  230 -16.7355 -42.9005 626326.095 	  2016   1   1  1 54 29.999993 
  231 -14.8914 -43.3015 625452.444 	  2016   1   1  1 54 59.999991 
  232 -13.0463 -43.6979 624621.937 	  2016   1   1  1 55 29.999989 
  233 -11.2004 -44.0903 623836.336 	  2016   1   1  1 55 59.999987 
  234  -9.3536 -44.4795 623097.252 	  2016   1   1  1 56 29.999986 
  235  -7.5061 -44.8659 622406.135 	  2016   1   1  1 56 59.999984 
  236  -5.6580 -45.2501 621764.272 	  2016   1   1  1 57 29.999982 
  237  -3.8093 -45.6328 621172.781 	  2016   1   1  1 57 59.999980 
  238  -1.9603 -46.0144 620632.609 	  2016   1   1  1 58 30.000019 
  239  -0.1108 -46.3955 620144.530 	  2016   1   1  1 59  0.000017 
  240   1.7388 -46.7766 619709.141 	  2016   1   1  1 59 30.000015 
  241   3.5887 -47.1582 619326.863 	  2016   1   1  2  0  0.000013 
  242   5.4385 -47.5409 618997.937 	  2016   1   1  2  0 30.000012 
  243   7.2884 -47.9252 618722.428 	  2016   1   1  2  1  0.000010 
  244   9.1381 -48.3116 618500.227 	  2016   1   1  2  1 30.000008 
  245  10.9876 -48.7008 618331.047 	  2016   1   1  2  2  0.000006 
  246  12.8368 -49.0933 618214.430 	  2016   1   1  2  2 30.000004 
  247  14.6856 -49.4897 618149.752 	  2016   1   1  2  3  0.000003 
  248  16.5338 -49.8907 618136.222 	  2016   1   1  2  3 30.000001 
  249  18.3814 -50.2971 618172.889 	  2016   1   1  2  3 59.999999 
  250  20.2283 -50.7094 618258.647 	  2016   1   1  2  4 29.999997 
  251  22.0744 -51.1287 618392.244 	  2016   1   1  2  4 59.999996 
  252  23.9196 -51.5556 618572.283 	  2016   1   1  2  5 29.999994 
  253  25.7637 -51.9913 618797.232 	  2016   1   1  2  5 59.999992 
  254  27.6066 -52.4366 619065.434 	  2016   1   1  2  6 29.999990 
  255  29.4483 -52.8929 619375.109 	  2016   1   1  2  6 59.999988 
  256  31.2886 -53.3612 619724.368 	  2016   1   1  2  7 29.999987 
  257  33.1273 -53.8432 620111.221 	  2016   1   1  2  7 59.999985 
  258  34.9644 -54.3402 620533.584 	  2016   1   1  2  8 29.999983 
  259  36.7996 -54.8542 620989.289 	  2016   1   1  2  8 59.999981 
  260  38.6328 -55.3872 621476.096 	  2016   1   1  2  9 30.000020 
  261  40.4639 -55.9413 621991.703 	  2016   1   1  2 10  0.000018 
  262  42.2925 -56.5194 622533.752 	  2016   1   1  2 10 30.000016 
  263  44.1186 -57.1244 623099.845 	  2016   1   1  2 11  0.000014 
  264  45.9418 -57.7597 623687.550 	  2016   1   1  2 11 30.000013 
  265  47.7618 -58.4295 624294.415 	  2016   1   1  2 12  0.000011 
  266  49.5783 -59.1386 624917.975 	  2016   1   1  2 12 30.000009 
  267  51.3909 -59.8925 625555.764 	  2016   1   1  2 13  0.000007 
  268  53.1991 -60.6979 626205.327 	  2016   1   1  2 13 30.000005 
  269  55.0023 -61.5630 626864.228 	  2016   1   1  2 14  0.000004 
  270  56.7999 -62.4972 627530.057 	  2016   1   1  2 14 30.000002 
  271  58.5910 -63.5125 628200.447 	  2016   1   1  2 15  0.000000 
  272  60.3746 -64.6233 628873.078 	  2016   1   1  2 15 29.999998 
  273  62.1493 -65.8475 629545.685 	  2016   1   1  2 15 59.999996 
  274  63.9136 -67.2078 630216.073 	  2016   1   1  2 16 29.999995 
  275  65.6653 -68.7328 630882.117 	  2016   1   1  2 16 59.999993 
  276  67.4016 -70.4593 631541.779 	  2016   1   1  2 17 29.999991 
  277  69.1191 -72.4353 632193.107 	  2016   1   1  2 17 59.999989 
  278  70.8126 -74.7238 632834.247 	  2016   1   1  2 18 29.999987 
  279  72.4756 -77.4093 633463.449 	  2016   1   1  2 18 59.999986 
  280  74.0987 -80.6052 634079.072 	  2016   1   1  2 19 29.999984 
  281  75.6685 -84.4657 634679.591 	  2016   1   1  2 19 59.999982 
  282  77.1657 -89.1985 635263.599 	  2016   1   1  2 20 29.999980 
  283  78.5620 -95.0772 635829.816 	  2016   1   1  2 21  0.000019 
  284  79.8160 -102.4362 636377.088 	  2016   1   1  2 21 30.000017 
  285  80.8694 -111.6132 636904.394 	  2016   1   1  2 22  0.000015 
  286  81.6459 -122.7742 637410.847 	  2016   1   1  2 22 30.000013 
  287  82.0643 -135.6074 637895.695 	  2016   1   1  2 23  0.000012 
  288  82.0678 -149.1220 638358.327 	  2016   1   1  2 23 30.000010 
  289  81.6560 -161.9730 638798.268 	  2016   1   1  2 24  0.000008 
  290  80.8852 -173.1608 639215.184 	  2016   1   1  2 24 30.000006 
  291  79.8369 177.6351 639608.878 	  2016   1   1  2 25  0.000004 
  292  78.5872 170.2530 639979.293 	  2016   1   1  2 25 30.000003 
  293  77.1951 164.3563 640326.507 	  2016   1   1  2 26  0.000001 
  294  75.7020 159.6096 640650.734 	  2016   1   1  2 26 29.999999 
  295  74.1365 155.7387 640952.317 	  2016   1   1  2 26 59.999997 
  296  72.5180 152.5348 641231.730 	  2016   1   1  2 27 29.999996 
  297  70.8598 149.8433 641489.572 	  2016   1   1  2 27 59.999994 
  298  69.1714 147.5500 641726.562 	  2016   1   1  2 28 29.999992 
  299  67.4595 145.5704 641943.534 	  2016   1   1  2 28 59.999990 
  300  65.7290 143.8410 642141.433 	  2016   1   1  2 29 29.999988 
  301  63.9837 142.3137 642321.311 	  2016   1   1  2 29 59.999987 
  302  62.2261 140.9516 642484.315 	  2016   1   1  2 30 29.999985 
  303  60.4585 139.7259 642631.686 	  2016   1   1  2 30 59.999983 
  304  58.6825 138.6140 642764.750 	  2016   1   1  2 31 29.999981 
  305  56.8994 137.5978 642884.911 	  2016   1   1  2 32  0.000020 
  306  55.1102 136.6628 642993.640 	  2016   1   1  2 32 30.000018 
  307  53.3158 135.7973 643092.473 	  2016   1   1  2 33  0.000016 
  308  51.5167 134.9914 643182.997 	  2016   1   1  2 33 30.000014 
  309  49.7137 134.2373 643266.846 	  2016   1   1  2 34  0.000013 
  310  47.9071 133.5281 643345.688 	  2016   1   1  2 34 30.000011 
  311  46.0974 132.8582 643421.219 	  2016   1   1  2 35  0.000009 
  312  44.2849 132.2229 643495.153 	  2016   1   1  2 35 30.000007 
  313  42.4698 131.6181 643569.211 	  2016   1   1  2 36  0.000005 
  314  40.6525 131.0403 643645.115 	  2016   1   1  2 36 30.000004 
  315  38.8331 130.4864 643724.577 	  2016   1   1  2 37  0.000002 
  316  37.0118 129.9538 643809.290 	  2016   1   1  2 37 30.000000 
  317  35.1889 129.4402 643900.917 	  2016   1   1  2 37 59.999998 
  318  33.3643 128.9436 644001.085 	  2016   1   1  2 38 29.999996 
  319  31.5384 128.4623 644111.375 	  2016   1   1  2 38 59.999995 
  320  29.7113 127.9945 644233.311 	  2016   1   1  2 39 29.999993 
  321  27.8829 127.5389 644368.356 	  2016   1   1  2 39 59.999991 
  322  26.0535 127.0943 644517.898 	  2016   1   1  2 40 29.999989 
  323  24.2232 126.6595 644683.247 	  2016   1   1  2 40 59.999987 
  324  22.3920 126.2334 644865.626 	  2016   1   1  2 41 29.999986 
  325  20.5601 125.8151 645066.162 	  2016   1   1  2 41 59.999984 
  326  18.7276 125.4038 645285.882 	  2016   1   1  2 42 29.999982 
  327  16.8944 124.9985 645525.703 	  2016   1   1  2 42 59.999980 
